viajes23,monto_sinavion,montoxdia_sinavion,empleado,duracion,inicio_fecha,inicio_hora,fin_fecha,fin_hora,cancelado,destino,tipo_corto,anticipo,comprobación_fecha,dga,unidad
V07505,11298.26001,2259.652002,E056,5,05/12/2023,10:00:00,09/12/2023,18:00:00,,CIUDAD VALLES,GC,"6,000.00",28/12/2023,DG9,Occidente
V07510,11264.28021,2252.856042,E086,5,05/12/2023,8:00:00,09/12/2023,20:00:00,,Morelia,CA,"8,000.00",26/12/2023,DG9,Occidente
V01310,11214.78003,2803.695007,E592,4,28/05/2023,15:00:00,31/05/2023,24:00:00,,Cuauhtémoc,GC,"5,000.00",12/06/2023,DG3,Monitoreo
V10127,11197.33008,3732.443359,E208,3,05/11/2023,10:00:00,07/11/2023,23:55:00,,Monterrey,CA,0,13/11/2023,DG9,Norte
V02872,11164.54004,2232.908008,E010,5,17/04/2023,10:00:00,21/04/2023,22:00:00,,Tuxtla Gutiérrez,GC,0,03/05/2023,DG5,Atención corporativa
V12075,11160.27002,2790.067505,E905,4,11/10/2023,7:00:00,14/10/2023,20:00:00,,San Pedro Mixtepec Distr. 22,CA,"6,000.00",30/10/2023,DG9,Sur
V10765,11144.51965,2228.903931,E143,5,25/10/2023,7:00:00,29/10/2023,20:00:00,,Torreón,GC,0,03/11/2023,DG3,Monitoreo
V10098,11105.21997,2221.043994,E578,5,06/11/2023,14:00:00,10/11/2023,18:00:00,,Ixtapa Zihuatanejo,CA,"9,000.00",16/11/2023,DG7,Administración
V07515,11094.33997,2218.867993,E101,5,05/12/2023,8:00:00,09/12/2023,22:00:00,,Morelia,CA,"9,500.00",29/12/2023,DG9,Sur
V17345,11085.60031,1847.600052,E483,6,23/07/2023,8:00:00,28/07/2023,23:00:00,,Alvaro Obregón,GC,0,01/08/2023,DG3,Monitoreo
V12260,11082.95,1583.278572,E455,7,08/10/2023,7:00:00,14/10/2023,23:00:00,,Tapachula,GC,"8,000.00",20/10/2023,DG5,Programas y proyectos
V13252,11078.77026,1846.461711,E265,6,24/09/2023,0:00:00,29/09/2023,0:00:00,,Morelia,GC,"6,500.00",04/10/2023,DG1,Estrategia
V13245,11073.72015,2768.430038,E061,4,24/09/2023,0:00:00,27/09/2023,22:00:00,,Zapopan,GC,0,24/10/2023,DG3,Monitoreo
V08976,11036.05029,2207.210059,E087,5,20/11/2023,18:00:00,24/11/2023,20:00:00,,Hermosillo,GC,0,19/12/2023,DG9,Occidente
V08971,11032.69019,2206.538037,E037,5,20/11/2023,6:00:00,24/11/2023,23:59:00,,Zapopan,GC,0,20/12/2023,DG3,Dirección de crédito
V07401,11025.92969,2756.482422,E092,4,06/12/2023,7:00:00,09/12/2023,20:00:00,,Morelia,CA,"10,500.00",21/12/2023,DG3,Monitoreo
V07038,11024.95989,2756.239972,E161,4,12/12/2023,4:00:00,15/12/2023,23:59:00,,Hermosillo,GC,0,22/12/2023,DG5,Programas y proyectos
V13248,10998.01014,2749.502535,E174,4,24/09/2023,14:00:00,27/09/2023,22:00:00,,Zapopan,GC,0,23/10/2023,DG3,Monitoreo
V13590,10981.12012,3660.373372,E135,3,20/09/2023,8:00:00,22/09/2023,22:00:00,,Benito Juárez,GC,0,05/10/2023,DG9,Sureste
V07521,10958.1098,2191.62196,E114,5,05/12/2023,8:00:00,09/12/2023,22:00:00,,Morelia,CA,"9,000.00",21/12/2023,DG9,Sureste
V10108,10941.41992,2188.283984,E858,5,06/11/2023,4:00:00,10/11/2023,23:00:00,,Morelia,GC,"9,000.00",22/11/2023,DG8,Auditoría interna
V13854,10908.33984,2181.667969,E203,5,17/09/2023,0:01:00,21/09/2023,23:59:00,,Cajeme,GC,"9,600.00",29/09/2023,DG3,Monitoreo
V07686,10899.69995,1816.616659,E497,6,04/12/2023,7:00:00,09/12/2023,22:00:00,,Morelia,GC,0,18/12/2023,DG5,Atención corporativa
V12034,10884.98999,2176.997998,E578,5,11/10/2023,10:00:00,15/10/2023,23:00:00,,SAN PEDRO MIXTEPEC DISTR. 22,CA,"6,000.00",24/10/2023,DG7,Administración
V07684,10884.79999,3628.266662,E494,3,04/12/2023,5:00:00,06/12/2023,22:00:00,,Morelia,GC,0,19/12/2023,DG9,Sur
V08377,10883.82001,2720.955002,E417,4,26/11/2023,7:00:00,29/11/2023,20:00:00,,Solidaridad,CA,0,13/12/2023,DG9,Sureste
V16991,10869.19018,2717.297546,E154,4,30/07/2023,5:00:00,02/08/2023,12:00:00,,Oaxaca de Juárez,GC,0,16/08/2023,DG3,Monitoreo
V11037,10868.74988,2717.18747,E543,4,24/10/2023,9:00:00,27/10/2023,23:59:00,,Coyoacán,GC,0,15/11/2023,DG7,Administración
V08236,10859.27997,2714.819992,E759,4,28/11/2023,7:00:00,01/12/2023,23:59:00,,Ixtapa Zihuatanejo,CA,"9,000.00",14/12/2023,DG2,Evaluación sectorial
V11095,10846.44983,1807.741638,E008,6,23/10/2023,16:00:00,28/10/2023,18:00:00,,VILLAHERMOSA,GC,0,08/11/2023,DG9,Sureste
V11372,10844.43988,3614.813293,E080,3,18/10/2023,6:00:00,20/10/2023,12:00:00,,Benito Juárez,GC,"4,000.00",26/10/2023,DG7,Administración
V15625,10827.30013,2706.825031,E056,4,22/08/2023,6:30:00,25/08/2023,22:00:00,,Lagos de Moreno,GC,"8,000.00",30/08/2023,DG9,Occidente
V08036,10818.18018,3606.060059,E284,3,29/11/2023,6:00:00,01/12/2023,23:00:00,,Venustiano Carranza,GC,"2,000.00",08/12/2023,DG4,Planeación corporativa
V04764,10816.17993,2163.235986,E022,5,20/02/2023,0:00:00,24/02/2023,0:00:00,,Aguascalientes,GC,0,02/03/2023,DG8,Auditoría interna
V15304,10805.19019,3601.730062,E269,3,27/08/2023,12:00:00,29/08/2023,23:59:00,,Cuauhtémoc,GC,"6,000.00",14/09/2023,DG5,Atención corporativa
V07749,10802.92999,1543.275713,E862,7,03/12/2023,16:00:00,09/12/2023,13:00:00,,Chihuahua,GC,"6,000.00",15/12/2023,DG9,Norte
V01504,10796.2099,2699.052475,E344,4,23/05/2023,0:00:00,26/05/2023,0:00:00,,Hermosillo,GC,"4,000.00",12/06/2023,DG7,Administración
V09466,10777.35974,2694.339935,E795,4,14/11/2023,10:00:00,17/11/2023,18:00:00,,Mazatlán,CA,0,08/12/2023,DG9,Noroeste
V09555,10755.75024,2151.150049,E885,5,13/11/2023,10:00:00,17/11/2023,23:00:00,,Mazatlán,CA,0,13/12/2023,DG7,Administración
V12089,10755.05994,2688.764984,E116,4,10/10/2023,18:00:00,13/10/2023,22:00:00,,San Pedro Mixtepec Distr. 22,GC,"6,000.00",23/10/2023,DG9,Sur
V07410,10727.44019,2681.860046,E171,4,06/12/2023,9:00:00,09/12/2023,22:00:00,,Morelia,CA,0,15/12/2023,DG3,Monitoreo
V00513,10726.30011,3575.43337,E135,3,19/06/2023,7:00:00,21/06/2023,22:00:00,,Benito Juárez,GC,0,28/06/2023,DG9,Sureste
V09496,10717.18024,3572.393412,E268,3,13/11/2023,0:00:00,15/11/2023,23:59:00,,Coyoacán,GC,"3,000.00",23/11/2023,DG4,Planeación corporativa
V15251,10681.44983,2136.289966,E070,5,28/08/2023,0:00:00,01/09/2023,0:00:00,,Juárez,GC,"15,000.00",13/09/2023,DG9,Norte
V14314,10673.14005,3557.713348,E655,3,11/09/2023,9:00:00,13/09/2023,23:59:00,,SALTILLO,GC,"4,000.00",20/09/2023,DG8,Responsabilidades
V00799,10638.38971,1329.798714,E243,8,11/06/2023,13:00:00,18/06/2023,16:00:00,,Mexicali,GC,0,21/06/2023,DG3,Monitoreo
V07516,10610.1601,3536.720032,E102,3,05/12/2023,5:00:00,07/12/2023,23:50:00,,Morelia,CA,0,18/12/2023,DG9,Norte
V12263,10609.38007,2121.876013,E713,5,08/10/2023,7:00:00,12/10/2023,20:00:00,,APODACA,GC,0,30/10/2023,DG3,Monitoreo
V11109,10599.09998,2119.819995,E135,5,23/10/2023,14:00:00,27/10/2023,23:00:00,,Villahermosa,GC,0,13/11/2023,DG9,Sureste
V13102,10582.18994,3527.396647,E203,3,26/09/2023,9:00:00,28/09/2023,23:59:00,,ZAPOPAN,GC,"6,000.00",03/10/2023,DG3,Monitoreo
V08307,10563.32971,1760.554952,E503,6,27/11/2023,4:00:00,02/12/2023,21:00:00,,Cuauhtémoc,GC,"9,000.00",07/12/2023,DG7,Administración
V08429,10557.75983,2111.551965,E080,5,25/11/2023,10:00:00,29/11/2023,21:00:00,,Solidaridad,CA,"9,000.00",18/12/2023,DG7,Administración
V08317,10527.90002,2105.580004,E578,5,27/11/2023,14:00:00,01/12/2023,22:00:00,,Ixtapa Zihuatanejo,CA,"9,000.00",20/12/2023,DG7,Administración
V07753,10515.08008,1502.154297,E892,7,03/12/2023,12:00:00,09/12/2023,15:00:00,,Chihuahua,GC,"8,100.00",18/12/2023,DG9,Norte
V11648,10511.01019,3503.670064,E203,3,16/10/2023,12:00:00,18/10/2023,23:59:00,,ALVARO OBREGÓN,GC,"6,000.00",24/10/2023,DG3,Monitoreo
V14854,10505.78003,2101.156006,E390,5,03/09/2023,11:00:00,07/09/2023,19:00:00,,Morelia,CA,"5,000.00",14/09/2023,DG5,Atención corporativa
V10124,10471.92023,1745.320038,E171,6,05/11/2023,7:00:00,10/11/2023,23:59:00,,Cajeme,GC,0,30/11/2023,DG3,Monitoreo
V06466,10460.58002,2092.116004,E357,5,20/12/2023,10:00:00,24/12/2023,19:00:00,,Monterrey,GC,"7,000.00",28/12/2023,DG7,Administración
V13247,10458.02997,2091.605994,E120,5,24/09/2023,14:00:00,28/09/2023,16:00:00,,Zapopan,GC,0,11/10/2023,DG3,Monitoreo
V08009,10451.97003,3483.990011,E935,3,30/11/2023,5:00:00,02/12/2023,23:59:00,,Chihuahua,GC,"8,000.00",15/12/2023,DG9,Norte
V10081,10430.44019,2086.088037,E080,5,06/11/2023,15:00:00,10/11/2023,15:00:00,,Ixtapa Zihuatanejo,CA,"9,000.00",27/11/2023,DG7,Administración
V13850,10387.22998,1731.204997,E067,6,17/09/2023,10:00:00,22/09/2023,23:59:00,,Chihuahua,GC,0,10/10/2023,DG9,Norte
V08013,10375.55017,2075.110034,E049,5,29/11/2023,17:30:00,03/12/2023,16:00:00,,Oaxaca de Juárez,GC,"3,000.00",22/12/2023,DG9,Sur
V08345,10370.39014,2074.078027,E885,5,27/11/2023,15:00:00,01/12/2023,23:00:00,,Ixtapa Zihuatanejo,CA,0,13/12/2023,DG7,Administración
V13017,10364.18011,2591.045029,E478,4,27/09/2023,12:00:00,30/09/2023,23:30:00,,Morelia,CA,"8,000.00",05/10/2023,DG9,Sur
V04441,10359.86017,3453.286723,E585,3,27/02/2023,6:00:00,01/03/2023,20:00:00,,Hermosillo,GC,"4,000.00",13/03/2023,DG5,Atención corporativa
V10998,10358.81989,3452.939962,E219,3,24/10/2023,12:00:00,26/10/2023,23:00:00,,Ahome,GC,"7,000.00",31/10/2023,DG7,Administración
V11680,10352.95013,2070.590027,E599,5,16/10/2023,5:00:00,20/10/2023,23:00:00,,Dolores Hidalgo,GC,"1,000.00",31/10/2023,DG7,Administración
V05522,10346.71997,2069.343994,E008,5,30/01/2023,15:00:00,03/02/2023,20:00:00,,Tuxtla Gutiérrez,GC,0,15/02/2023,DG9,Sureste
V13094,10339.84985,2584.962463,E139,4,26/09/2023,0:08:00,29/09/2023,0:20:00,,Fresnillo,GC,0,24/10/2023,DG7,Administración
V11724,10332.80994,1476.115705,E880,7,15/10/2023,5:00:00,21/10/2023,0:00:00,,Morelia,CA,"11,000.00",03/11/2023,DG1,Estrategia
V09969,10313.89996,2578.474991,E308,4,07/11/2023,9:00:00,10/11/2023,22:00:00,,Ixtapa Zihuatanejo,CA,"9,000.00",28/11/2023,DG5,Dirección de negocios
V16523,10303.41992,2060.683984,E020,5,08/08/2023,9:00:00,12/08/2023,23:59:00,,CIUDAD GUZMÁN,GC,0,28/08/2023,DG9,Occidente
V08256,10282.48993,3427.496643,E930,3,28/11/2023,6:00:00,30/11/2023,23:59:00,,Morelia,GC,"9,000.00",13/12/2023,DG8,Dirección de órgano interno
V08562,10278.1102,3426.036733,E018,3,23/11/2023,7:00:00,25/11/2023,21:30:00,,Catemaco,GC,"9,000.00",14/12/2023,DG9,Sur
V15146,10262.30014,3420.766714,E116,3,29/08/2023,8:00:00,31/08/2023,21:00:00,,Metepec,GC,"3,000.00",05/09/2023,DG9,Sur
V11471,10260.72,3420.240001,E774,3,18/10/2023,10:00:00,20/10/2023,21:00:00,,Boca del Río,CA,"3,000.00",10/11/2023,DG9,Sur
V08426,10251.08002,2562.770004,E902,4,26/11/2023,8:00:00,29/11/2023,22:00:00,,Solidaridad,CA,"5,500.00",14/12/2023,DG9,Sureste
V00515,10235.32996,2047.065991,E192,5,19/06/2023,15:00:00,23/06/2023,20:00:00,,SAN PEDRO GARZA GARCÍA,GC,"5,000.00",30/06/2023,DG9,Norte
V01889,10226.15015,2556.537537,E770,4,14/05/2023,1:00:00,17/05/2023,23:00:00,,Cuauhtémoc,GC,0,30/05/2023,DG3,Monitoreo
V10832,10217.90002,3405.966675,E401,3,25/10/2023,8:00:00,27/10/2023,22:00:00,,Durango,GC,0,01/11/2023,DG9,Norte
V11652,10217.56,2554.389999,E236,4,16/10/2023,16:30:00,19/10/2023,18:00:00,,Navojoa,GC,0,26/10/2023,DG9,Noroeste
V10122,10204.68018,1700.780029,E121,6,05/11/2023,10:00:00,10/11/2023,23:50:00,,San Pedro Garza García,GC,0,22/11/2023,DG3,Crédito
V06669,10135.87997,2533.969993,E268,4,17/12/2023,0:00:00,20/12/2023,23:00:00,,Coyoacán,GC,"3,000.00",27/12/2023,DG4,Planeación corporativa
V09573,10134.9099,1689.15165,E483,6,12/11/2023,6:00:00,17/11/2023,23:59:00,,Córdoba,GC,"9,500.00",30/11/2023,DG3,Monitoreo
V14852,10123.23994,2024.647989,E353,5,03/09/2023,9:00:00,07/09/2023,17:05:00,,Miguel Hidalgo,GC,"7,000.00",21/09/2023,DG3,Monitoreo
V10168,10121.47003,3373.823344,E582,3,05/11/2023,9:00:00,07/11/2023,23:59:00,,San Pedro Garza García,CA,"5,000.00",14/11/2023,DG9,Norte
V10741,10119.97021,2529.992554,E075,4,25/10/2023,5:00:00,28/10/2023,23:00:00,,Puerto Vallarta,CA,"7,000.00",08/11/2023,DG9,Occidente
V07645,10116.49994,3372.166646,E197,3,04/12/2023,2:00:00,06/12/2023,11:59:00,,Morelia,GC,0,18/12/2023,DG4,Dirección de finanzas
V17314,10102.79004,2525.69751,E135,4,24/07/2023,17:00:00,27/07/2023,22:00:00,,Othón P. Blanco,GC,0,01/08/2023,DG9,Sureste
V10512,10068.65979,3356.21993,E009,3,29/10/2023,16:00:00,31/10/2023,23:57:00,,Cuauhtémoc,GC,0,16/11/2023,DG2,Medio ambiente
V10074,10064.94019,2516.235046,E912,4,07/11/2023,7:00:00,10/11/2023,18:00:00,,Mérida,GC,"7,000.00",08/12/2023,DG9,Sureste
V10845,10063.16028,3354.386759,E431,3,25/10/2023,7:00:00,27/10/2023,13:00:00,,Villahermosa,GC,"2,000.00",07/11/2023,DG9,Sureste
V07506,10058.82019,2011.764038,E059,5,05/12/2023,17:01:00,09/12/2023,14:00:00,,Morelia,CA,"5,500.00",29/12/2023,DG9,Occidente
V08560,10058.15002,3352.716675,E003,3,23/11/2023,6:00:00,25/11/2023,23:59:00,,Benito Juárez,CA,0,14/12/2023,DG6,Sistemas
V10829,10042.51013,2510.627533,E384,4,25/10/2023,1:00:00,28/10/2023,12:00:00,,Puerto Vallarta,CA,"10,000.00",07/11/2023,DG9,Occidente
V06906,10016.79993,2504.199982,E357,4,13/12/2023,16:00:00,16/12/2023,23:00:00,,Mérida,GC,"5,000.00",28/12/2023,DG7,Administración
V11637,10016.34003,2504.085007,E020,4,16/10/2023,11:00:00,19/10/2023,23:59:00,,Ciudad Guzmán,GC,0,30/10/2023,DG9,Occidente
V05586,10009.12,2001.823999,E405,5,29/01/2023,20:00:00,02/02/2023,8:30:00,,SAN PEDRO GARZA GARCÍA,GC,0,17/02/2023,DG9,Norte
V08265,10003.16016,2000.632031,E109,5,27/11/2023,12:00:00,01/12/2023,19:00:00,,CUAUHTÉMOC,GC,0,15/12/2023,DG9,Sur
V07744,10002.11987,1428.874267,E349,7,03/12/2023,2:00:00,09/12/2023,22:00:00,,Chihuahua,GC,0,15/12/2023,DG9,Norte
V07522,9985.67981,3328.559937,E116,3,05/12/2023,12:00:00,07/12/2023,22:00:00,,Morelia,CA,"4,000.00",21/12/2023,DG9,Sur
V07958,9937.639893,3312.546631,E556,3,30/11/2023,5:00:00,02/12/2023,23:59:00,,Chihuahua,GC,"4,000.00",13/12/2023,DG9,Norte
V14279,9928.25,1654.708333,E085,6,11/09/2023,14:00:00,16/09/2023,14:00:00,,CHIHUAHUA,GC,"7,000.00",09/10/2023,DG9,Dirección de regionales
V08271,9927.420074,3309.140025,E139,3,27/11/2023,10:00:00,29/11/2023,20:00:00,,Colima,GC,"5,000.00",18/12/2023,DG7,Administración
V17605,9896.390198,2474.09755,E678,4,16/07/2023,10:00:00,19/07/2023,23:00:00,,Miguel Hidalgo,GC,0,24/07/2023,DG3,Monitoreo
V08623,9887.05014,3295.68338,E379,3,23/11/2023,8:00:00,25/11/2023,21:00:00,,Catemaco,GC,"9,000.00",15/12/2023,DG9,Sur
V04446,9882.340088,1976.468018,E709,5,27/02/2023,6:00:00,03/03/2023,14:00:00,,Valladolid,GC,0,23/03/2023,DG8,Auditoría interna
V10529,9881.250183,2470.312546,E342,4,29/10/2023,14:00:00,01/11/2023,14:00:00,,GUADALAJARA,CA,0,10/11/2023,DG9,Sur
V08568,9867.329895,3289.109965,E044,3,23/11/2023,11:00:00,25/11/2023,20:00:00,,Parras,GC,"5,500.00",20/12/2023,DG9,Norte
V08371,9866.429993,2466.607498,E327,4,26/11/2023,5:00:00,29/11/2023,22:00:00,,Solidaridad,CA,"7,400.00",11/12/2023,DG9,Sureste
V07530,9865.139893,1973.027979,E142,5,05/12/2023,13:00:00,09/12/2023,18:00:00,,Morelia,CA,"5,000.00",21/12/2023,DG9,Norte
V11717,9863.949769,2465.987442,E770,4,15/10/2023,1:00:00,18/10/2023,23:00:00,,Cuajimalpa de Morelos,GC,0,24/10/2023,DG3,Monitoreo
V08987,9841.899901,1640.31665,E601,6,20/11/2023,5:00:00,25/11/2023,23:00:00,,Coyutla,GC,"5,000.00",05/12/2023,DG3,Monitoreo
V09956,9829.859985,2457.464996,E227,4,07/11/2023,6:00:00,10/11/2023,22:00:00,,Mérida,GC,"9,800.00",14/11/2023,DG9,Sureste
V05523,9806.069824,1961.213965,E015,5,30/01/2023,15:00:00,03/02/2023,20:00:00,,Tuxtla Gutiérrez,GC,0,14/02/2023,DG9,Sureste
V04447,9800.039856,1960.007971,E710,5,27/02/2023,4:00:00,03/03/2023,18:00:00,,Campeche,GC,0,08/03/2023,DG8,Auditoría interna
V10665,9792.330078,3264.110026,E247,3,26/10/2023,9:00:00,28/10/2023,0:00:00,,Puerto Vallarta,CA,"5,000.00",06/11/2023,DG7,Administración
V08130,9787.51001,1957.502002,E020,5,28/11/2023,8:00:00,02/12/2023,23:59:00,,AGUASCALIENTES,GC,0,15/12/2023,DG9,Occidente
V14846,9783.319946,1956.663989,E082,5,03/09/2023,8:00:00,07/09/2023,17:00:00,,Morelia,CA,0,18/09/2023,DG5,Atención corporativa
V06536,9739.010102,3246.336701,E086,3,19/12/2023,8:00:00,21/12/2023,22:00:00,,Valle de Santiago,GC,"3,000.00",28/12/2023,DG9,Occidente
V14176,9719.529907,1943.905981,E127,5,12/09/2023,9:00:00,16/09/2023,17:00:00,,CELAYA,GC,0,27/09/2023,DG9,Occidente
V12743,9718.819946,1943.763989,E858,5,02/10/2023,5:00:00,06/10/2023,23:00:00,,MORELIA,GC,"7,500.00",20/10/2023,DG8,Auditoría interna
V11183,9718.559875,3239.519958,E045,3,22/10/2023,6:00:00,24/10/2023,23:59:00,,Zapopan,GC,"9,000.00",06/11/2023,DG6,Sistemas
V08567,9708.849976,3236.283325,E042,3,23/11/2023,8:00:00,25/11/2023,21:30:00,,Catemaco,GC,"8,000.00",15/12/2023,DG9,Sur
V09551,9693.900055,2423.475014,E827,4,13/11/2023,9:00:00,16/11/2023,18:00:00,,ACAPULCO DE JUÁREZ,GC,"6,000.00",27/11/2023,DG7,Administración
V15166,9687.090027,3229.030009,E268,3,29/08/2023,0:00:00,31/08/2023,23:59:00,,Coyoacán,GC,"2,000.00",08/09/2023,DG4,Planeación corporativa
V04766,9686.470001,1937.294,E070,5,20/02/2023,17:00:00,24/02/2023,23:30:00,,Juárez,GC,"15,000.00",07/03/2023,DG9,Norte
V09335,9659.180053,3219.726684,E108,3,14/11/2023,11:00:00,16/11/2023,23:55:00,,Colima,GC,0,29/11/2023,DG9,Occidente
V13326,9651.859864,3217.286621,E054,3,22/09/2023,8:00:00,24/09/2023,12:00:00,,CAJEME,GC,0,03/10/2023,DG9,Noroeste
V12519,9651.509888,3217.169963,E480,3,04/10/2023,9:00:00,06/10/2023,22:00:00,,TAPALPA,CA,"5,000.00",31/10/2023,DG9,Occidente
V11993,9637.8999,1927.57998,E244,5,11/10/2023,5:00:00,15/10/2023,18:00:00,,San Pedro Mixtepec Distr. 22,CA,"10,000.00",16/11/2023,DG9,Sur
V12085,9624.689941,1924.937988,E093,5,10/10/2023,8:00:00,14/10/2023,16:00:00,,Delicias,GC,0,20/10/2023,DG9,Norte
V15168,9602.310272,2400.577568,E287,4,29/08/2023,0:00:00,01/09/2023,23:59:00,,Coyoacán,GC,"5,000.00",25/09/2023,DG4,Tesorería
V01424,9598.469848,2399.617462,E047,4,24/05/2023,6:00:00,27/05/2023,19:00:00,,Villahermosa,GC,"8,000.00",03/07/2023,DG3,Monitoreo
V09925,9571.959954,2392.989988,E031,4,07/11/2023,21:00:00,10/11/2023,22:00:00,,CHIHUAHUA,GC,"9,000.00",17/11/2023,DG9,Norte
V11103,9571.839843,1914.367969,E085,5,23/10/2023,13:00:00,27/10/2023,0:00:00,,Villahermosa,GC,"7,000.00",08/11/2023,DG9,Dirección de regionales
V10103,9563.670044,1912.734009,E710,5,06/11/2023,5:00:00,10/11/2023,22:00:00,,Culiacán,GC,0,27/11/2023,DG8,Auditoría interna
V09562,9551.419922,1591.90332,E174,6,12/11/2023,16:00:00,17/11/2023,22:00:00,,Cuajimalpa de Morelos,GC,0,07/12/2023,DG3,Monitoreo
V01733,9550.319946,2387.579987,E219,4,17/05/2023,5:00:00,20/05/2023,22:00:00,,Mexicali,GC,"8,000.00",26/05/2023,DG7,Administración
V04424,9543.739868,1908.747974,E098,5,27/02/2023,5:00:00,03/03/2023,20:00:00,,Mérida,GC,0,08/03/2023,DG8,Auditoría interna
V08084,9537.290039,2384.32251,E616,4,29/11/2023,20:01:00,02/12/2023,16:00:00,,Chihuahua,GC,0,14/12/2023,DG9,Norte
V10783,9507.53003,3169.176677,E196,3,25/10/2023,0:00:00,27/10/2023,0:00:00,,Cuajimalpa de Morelos,GC,0,08/11/2023,DG5,Atención corporativa
V00787,9506.449951,1901.28999,E008,5,12/06/2023,16:00:00,16/06/2023,23:00:00,,Villahermosa,GC,0,21/06/2023,DG9,Sureste
V07488,9503.599732,1900.719946,E006,5,05/12/2023,12:00:00,09/12/2023,21:00:00,,Morelia,CA,"5,000.00",19/12/2023,DG9,Sureste
V10735,9500.410035,2375.102509,E053,4,25/10/2023,5:00:00,28/10/2023,23:55:00,,Puerto Vallarta,CA,"8,700.00",08/11/2023,DG9,Occidente
V08410,9478.460022,2369.615006,E755,4,26/11/2023,5:00:00,29/11/2023,23:00:00,,Solidaridad,CA,"6,786.00",13/12/2023,DG9,Sureste
V08973,9472.660047,1578.776675,E074,6,20/11/2023,8:00:00,25/11/2023,22:00:00,,Coyutla,GC,"6,500.00",08/12/2023,DG3,Monitoreo
V02576,9471.130188,1894.226038,E123,5,25/04/2023,0:00:00,29/04/2023,0:00:00,,Coyoacán,GC,0,09/05/2023,DG1,Control
V09367,9443.729981,2360.932495,E278,4,14/11/2023,5:00:00,17/11/2023,19:00:00,,Mazatlán,CA,"8,900.00",08/12/2023,DG9,Noroeste
V04423,9440.279907,1888.055981,E097,5,27/02/2023,7:00:00,03/03/2023,23:00:00,,Calpulalpan,GC,0,22/03/2023,DG8,Auditoría interna
V17603,9433.959843,2358.489961,E353,4,16/07/2023,10:00:00,19/07/2023,23:33:00,,Miguel Hidalgo,GC,0,01/08/2023,DG3,Monitoreo
V13184,9421.15979,2355.289947,E930,4,26/09/2023,7:00:00,29/09/2023,23:30:00,,Morelia,GC,"9,000.00",10/10/2023,DG8,Dirección de órgano interno
V01026,9420.609985,1884.121997,E008,5,05/06/2023,11:00:00,09/06/2023,23:00:00,,Tuxtla Gutiérrez,GC,0,21/06/2023,DG9,Sureste
V12256,9418.919983,1569.819997,E213,6,08/10/2023,8:00:00,13/10/2023,23:00:00,,Tapachula,GC,0,23/10/2023,DG9,Sureste
V09395,9418.589783,2354.647446,E419,4,14/11/2023,7:00:00,17/11/2023,23:00:00,,Mazatlán,CA,"6,930.00",13/12/2023,DG9,Noroeste
V13763,9405.970032,1881.194006,E735,5,19/09/2023,12:00:00,23/09/2023,23:00:00,,Boca del Río,CA,0,29/09/2023,DG9,Sur
V08611,9388.5,3129.5,E324,3,23/11/2023,13:00:00,25/11/2023,23:59:00,,Benito Juárez,CA,0,14/12/2023,DG6,Sistemas
V06043,9387.950135,2346.987534,E018,4,16/01/2023,10:00:00,19/01/2023,23:00:00,,Boca del Río,GC,"12,000.00",31/01/2023,DG9,Sur
V10897,9386.400207,2346.600052,E598,4,25/10/2023,20:00:00,28/10/2023,20:00:00,,Puerto Vallarta,CA,"8,000.00",07/11/2023,DG9,Occidente
V06091,9361,1872.2,E569,5,15/01/2023,18:00:00,19/01/2023,18:00:00,,AHOME,GC,0,25/01/2023,DG5,Dirección de negocios
V09923,9359.830139,3119.94338,E009,3,07/11/2023,4:00:00,09/11/2023,11:00:00,,Cuauhtémoc,GC,0,29/11/2023,DG2,Medio ambiente
V13745,9345.959717,2336.489929,E573,4,19/09/2023,8:00:00,22/09/2023,23:30:00,,Boca del Río,CA,"6,000.00",28/09/2023,DG9,Sur
V12069,9341.259949,2335.314987,E863,4,11/10/2023,6:00:00,14/10/2023,16:00:00,,Chihuahua,GC,0,20/10/2023,DG9,Norte
V10799,9318.889954,3106.296651,E253,3,25/10/2023,0:00:00,27/10/2023,0:00:00,,Puebla,GC,"7,000.00",22/11/2023,DG5,Productos y servicios
V09120,9318.18002,2329.545005,E169,4,16/11/2023,7:00:00,19/11/2023,23:00:00,,Santa María Huatulco,GC,"8,500.00",13/12/2023,DG9,Sur
V09581,9317.12976,2329.28244,E680,4,12/11/2023,7:00:00,15/11/2023,18:00:00,,Mazatlán,CA,"8,000.00",29/11/2023,DG9,Norte
V12767,9306.250061,3102.083354,E108,3,29/09/2023,7:02:00,01/10/2023,22:00:00,,Amealco de Bonfil,GC,0,03/11/2023,DG9,Occidente
V07720,9305.989991,3101.996664,E685,3,04/12/2023,11:00:00,06/12/2023,23:59:00,,Morelia,GC,"5,000.00",21/12/2023,DG9,Sur
V10139,9301.540039,1550.256673,E353,6,05/11/2023,6:00:00,10/11/2023,23:59:00,,Cajeme,GC,0,01/12/2023,DG3,Monitoreo
V12074,9294.840088,1858.968018,E894,5,11/10/2023,6:00:00,15/10/2023,22:00:00,,SAN PEDRO MIXTEPEC DISTR. 22,CA,"6,000.00",26/10/2023,DG9,Sur
V00791,9284.01001,1856.802002,E135,5,12/06/2023,17:00:00,16/06/2023,23:00:00,,Villahermosa,GC,0,28/06/2023,DG9,Sureste
